Nome Promocao;Data Inicial;Data Final;SKU;Nome Item;Preco Vendido;Preco Promocao;Ativacao;Marg%
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;694025;PAO QUEIJO IDEAL 800G GOURMET;18,69;16,79;2;44,95
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;493468;PAO RECHEADO UN;2,3;1,89;4;125,02
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;261302;PAO TATUZINHO UN;0,9;0,79;6;224,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;665360;PAPEL HIG ATUALLE 20M C12 MAX;17,99;14,89;2;82,2
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;665223;PAPEL TOALHA BIANCO C2;5,59;4,99;2;68,32
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;486743;PASTEL CHINES FRANGO UN;5,0;4,09;4;157,47
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;516341;PASTEL DE GUARANA UN;4,0;3,19;4;281,49
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;985086;PATINHO PROMOCAO KG;34,99;30,39;3;18,36
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;242288;PEITO DE FRANGO RESFRIADO KG;17,99;14,59;4;40,84
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;241540;PERNIL DIANTEIRO KG;10,99;10,19;4;-18,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;93354;PRESUNTO PIFPAF KG;26,49;21,69;2;40,47
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;1724;QUEIJO MUCARELA KG;43,49;39,69;1;44,58
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;304375;REF MID 25G CUPUACU;1,49;1,09;4;127,61
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;157421;REF MID 25G GRAVIOLA;1,49;1,09;4;136,95
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;406468;REF MID 25G COCO VERDE;1,49;1,09;4;127,61
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;643122;REF MID 20G LIMAO;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;639279;REF MID 20G MELANCIA;1,49;1,09;4;120,93
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638616;REF MID 20G GOIABA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638623;REF MID 20G GROSELHA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;642088;REF MID 20G JABUTICABA;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;644730;REF MID 20G LARANJA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;639286;REF MID 20G UVA;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638630;REF MID 20G MARACUJA;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638913;REF MID 20G MORANGO;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;642064;REF MID 20G ABACAXI;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638609;REF MID 20G BAUNILHA LIMAO;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;642026;REF MID 20G TANGERINA;1,49;1,09;4;58,07
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;696371;REF MID 20G CAJU;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;641807;REF MID 20G MANGA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;638906;REF MID 20G GRAVIOLA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;642071;REF MID 20G GUARANA;1,49;1,09;4;192,15
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;641784;REF MID 20G LARANJA DOCINHA;1,49;1,09;4;101,35
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;641791;REF MID 20G LIMONADA SUICA;1,49;1,09;4;101,35
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;376785;REFRIG IT 2L COLA LEMON;5,79;5,19;3;-98,96
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;376761;REFRIG IT 2L COLA;5,79;5,19;3;35,59
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;376754;REFRIG IT 2L GUARANA;5,79;5,19;3;44,02
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;393096;REFRIG IT 2L LIMAO;5,79;5,19;3;35,59
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;634021;REFRIG IT 2L LEMON ICE;5,79;5,19;3;44,02
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;376778;REFRIG IT 2L LARANJA;5,79;5,19;3;35,59
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;523271;ROCAMBOLE PEDACO UN;5,99;4,59;3;128,39
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;513661;ROSQUINHA BARBIERI 550G LEITE;7,99;7,09;2;81,17
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;513654;ROSQUINHA BARBIERI 550G COCO;7,99;7,09;2;81,17
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;626774;SAB PO BRILHANTE SACHE 1.6KG HIG T;21,49;18,09;2;20,82
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;624114;SAB PO BRILHANTE SACHE 1.6KG LIMP T;21,49;18,09;2;48,94
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;624121;SAB PO BRILHANTE SACHE 1.6KG CUID T;21,49;18,09;2;40,54
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;635615;SAB PO BRILHANTE SACHE 1.6KG DELIC;21,49;18,09;2;34,44
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;94122;SAB POMPOM 90G OLEO AMENDOA;4,19;3,09;3;-99,89
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;30700;SAB POMPOM 70G GLICERINADO;4,19;3,09;3;89,59
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;30694;SAB POMPOM 70G LOCAO HIDRATANTE;4,19;3,09;3;89,59
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;100649;SAB POMPOM 80G CAMOMILA ERVA CIDREI;4,19;3,09;3;90,45
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;187855;SAB POMPOM 80G LEITE E MEL;4,19;3,09;3;90,53
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;520522;SABAO BARRA YPE 900G NEUTRO;14,89;12,39;3;86,35
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;19460;SAL GLOBO 1KG;2,15;1,79;3;65,38
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;68109;SALSICHA PIFPAF KG;9,99;9,19;3;30,79
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;33589;SH SEDA MELANINA 350ML;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;206532;SH SEDA 600ML QUEDA CONTROL;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;412643;SH SEDA 350ML USO NOITE;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;184618;SH SEDA 350ML CACHOS COMPORTADOS;11,85;10,59;2;161,68
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;31394;SH SEDA 350ML SOS KERAFORCE;11,85;10,59;2;80,5
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;120067;SH SEDA 350ML VERAO INTENSIVO;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;88022;SH SEDA 350ML PUREZA REFRESCANTE;11,85;10,59;2;161,54
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;69922;SH SEDA 350ML LISO PERFEITO;11,85;10,59;2;169,93
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;30342;SH SEDA 350ML LANOLINA;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;30328;SH SEDA 350ML VITALIDADE EQUILIBRIO;11,85;10,59;2;-99,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;177320;SH SEDA 350ML PRETO LUMINOSOS;11,85;10,59;2;169,93
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;30366;SH SEDA 350ML CERAMIDAS;11,85;10,59;2;182,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;216166;SH SEDA 350ML REPOSICAO DE MASSA;11,85;10,59;2;-99,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;206457;SH SEDA 350ML BRILHO GLOSS;11,85;10,59;2;169,93
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;345835;SH SEDA 350ML CRESCIMENTO FORT;11,85;10,59;2;182,03
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;216173;SH SEDA 350ML SOS RECONST ESTRUTURA;11,85;10,59;2;155,11
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;314121;SH SEDA 350ML CLIMA RESIST;11,85;10,59;2;229,51
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;324960;SH SEDA 350ML PRO COLOR;11,85;10,59;2;227,88
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;324977;SH SEDA 350ML POS ALIS QUIMICO;11,85;10,59;2;153,88
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;382557;SH SEDA 350ML KERAFORCE ORIGINAL;11,85;10,59;2;212,66
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;382564;SH SEDA 350ML KERAFORCE QUIMICA;11,85;10,59;2;-99,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;397353;SH SEDA 350ML OLEO HIDRATACAO;11,85;10,59;2;196,99
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;409124;SH SEDA 350ML REC NATURAL ANTIQUEBR;11,85;10,59;2;169,93
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;433372;SH SEDA 325ML BRILHO GLOSS;11,85;10,59;2;134,23
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;441988;SH SEDA 325ML SOS QUEDA;11,85;10,59;2;137,51
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;433389;SH SEDA 325ML CERAMIDAS;11,85;10,59;2;60,35
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;432320;SH SEDA 325ML CRESCIMENTO SAUDAVEL;11,85;10,59;2;57,37
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;357371;SH SEDA 325ML ANTI CASPA HID DIARIA;11,85;10,59;2;64,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;442008;SH SEDA 325ML KERAFORCE ORIGINAL;11,85;10,59;2;98,49
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;441971;SH SEDA 325ML KERAFORCE QUIMICA;11,85;10,59;2;137,47
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;441223;SH SEDA 325ML LISO EXTREMO;11,85;10,59;2;62,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;437516;SH SEDA 325ML LISO PERFEITO;11,85;10,59;2;59,48
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;435178;SH SEDA 325ML PRETOS LUMINOSOS;11,85;10,59;2;64,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;445801;SH SEDA 325ML OLEO HIDRATACAO;11,85;10,59;2;64,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;441957;SH SEDA 325ML CHA VERDE CITRICO;11,85;10,59;2;52,87
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;432313;SH SEDA 325ML RESTAURACAO INSTANTAN;11,85;10,59;2;52,87
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;441964;SH SEDA 325ML MEL E AVEIA;11,85;10,59;2;62,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;442015;SH SEDA 325ML CACHOS DEFINIDOS;11,85;10,59;2;64,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;225564;SH SEDA 325ML ANTI NOS;11,85;10,59;2;58,0
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;443425;SH SEDA 325ML BRILHO E MOVIMENTO;11,85;10,59;2;132,8
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;257473;SH SEDA 325ML ABACATE E CARITE;11,85;10,59;2;58,21
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;481526;SH SEDA 325ML BOMBA ARGAN;11,85;10,59;2;58,0
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;600262;SH SEDA 325ML BABOSA+OLEOS;11,85;10,59;2;62,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;631587;SH SEDA 325ML LIMPEZA MICELAR;11,85;10,59;2;62,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;631570;SH SEDA 325ML COCO;11,85;10,59;2;62,55
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;631563;SH SEDA 325ML BAMBU E BIOTINA;11,85;10,59;2;58,0
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;166508;SH SEDA 350ML LOUROS RADIANTES;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;168441;SH SEDA CAB VERMELHOS 350ML;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;168434;SH SEDA CASTANHOS INTENSOS 350ML;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;180740;SH SEDA 350ML ANTI SPONGE FRIZZ;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;191456;SH SEDA 350ML SOS QUEDA;11,85;10,59;2;229,51
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;185967;SH SEDA 350ML ONDAS DEFINIDAS;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;199766;SH SEDA 350ML SOS REPARACAO;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;207287;SH SEDA 350ML LISO EXTREMO;11,85;10,59;2;182,81
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;206365;SH SEDA 350ML CHOCOLATE INTENSE;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;207294;SH SEDA 350ML VERAO ILUMINE;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;298605;SH SEDA 350ML CAMADAS DESTACADAS;11,85;10,59;2;11,85
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;246583;SOBRECOXA RESFRIADA KG;15,19;11,59;4;52,61
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;698313;SUCO UVA SABORUVA 1.4L 100 C MACA;20,39;17,09;4;61,95
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;109253;TEMP SAZON 60G ARROZ BRANCO;5,99;5,09;2;55,18
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;167772;TEMP SAZON 60G NORDESTE;5,99;5,09;2;56,39
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;307093;TEMP SAZON 60G SABOR DO SUL;5,99;5,09;2;177,31
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;393461;TEMP SAZON 60G TOQUE ALHO;5,99;5,09;2;48,63
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;393478;TEMP SAZON 60G LIMAO;5,99;5,09;2;56,39
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;19484;TEMP SAZON 60G VERDE FRANGO;5,99;5,09;2;48,63
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;19491;TEMP SAZON 60G VERMELHO;5,99;5,09;2;58,04
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;19477;TEMP SAZON 60G AMARELO;5,99;5,09;2;48,63
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;53679;TEMP SAZON 60G LARANJA;5,99;5,09;2;48,63
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;53686;TEMP SAZON 60G MARROM;5,99;5,09;2;52,8
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;32490;TEMP SAZON 60G VERDE P SALADA;5,99;5,09;2;48,63
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;615273;TEMP SAZON 60G PIPOCA;5,99;5,09;2;46,09
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;241946;TOUCINHO KG;12,99;9,19;4;-4,03
TABLOIDE 29 A 10 - AJ;2024-07-29;2024-08-10;106740;VASSOURA CONDOR ESMERALDA V-35;14,99;13,09;2;58,79
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;300803;ABS SYM C A NOTURNO SUAVE LV8 PG7;6,19;5,49;3;77,36
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;687812;ACENDE FACIL  LIPEX;2,49;2,19;3;66,0
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;616539;ACUCAR MASCAVO BRASINGRAOS 500G;8,19;7,19;2;74,1
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;381178;ADOCANTE LIQ SVILI 90ML STEVIA;8,99;7,69;4;75,84
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;136808;ADOCANTE LIQ ZERO CAL 200ML;15,89;10,59;2;123,51
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;188050;AP BARBEAR GILLETTE ULT GRIP UN;3,99;2,89;4;123,09
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;97642;ARROZ FLOR DA PRAIA 5KG TP1;32,99;31,29;3;45,77
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;482950;AZEITONA PREDILECTA 120G FATIAD SCH;7,49;6,09;2;77,82
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;693349;BALDE 12LT 2 IRMAOS REFORCADO;13,89;11,99;2;54,5
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;405485;BARRA CEREAL RITTER 25G LIG LIMAO;2,15;1,79;3;80,99
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;405447;BARRA CEREAL RITTER 25G LIG BROWNIE;2,15;1,79;3;71,43
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;405416;BARRA CEREAL RITTER 25G BANANA AVEI;2,15;1,79;3;80,99
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;405423;BARRA CEREAL RITTER 25G BRIGADEIRO;2,15;1,79;3;71,43
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;420532;BARRA CEREAL RITTER 25G MOR CHOC;2,15;1,79;3;71,43
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;515863;BARRA CEREAL RITTER 20G AVELA AVEIA;1,75;1,79;3;78,57
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;515887;BARRA CEREAL RITTER 20G BRIGAD AVEI;1,75;1,79;3;78,57
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;637978;BARRA CEREAL RITTER 20G MORAN AVEIA;1,75;1,79;3;78,57
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;515870;BARRA CEREAL RITTER 20G BANANA AVEI;1,75;1,79;3;78,57
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;448987;BATATA PALHA MAXBATATA 300G;10,99;10,09;2;38,23
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;11921;BISC AYMORE SALPET 200G;4,79;4,19;3;60,2
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;460163;BISC PASSATEMPO RECH 130G CHOCOLATE;3,29;2,89;4;101,84
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;11808;BISC PIRAQUE 100G SALGADINHO;5,39;4,79;2;65,71
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;11778;BISC PIRAQUE 100G QUEIJO;5,39;4,79;2;66,35
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;11785;BISC PIRAQUE 100G PRESUNTINHO;5,39;4,79;2;66,35
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;415293;BISC PIRAQUE 100G PIZZAQUE;5,39;4,79;2;58,52
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;667678;BISC PIRAQUE WAFER 100G CHOCOLATE;4,29;3,39;3;81,01
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;667692;BISC PIRAQUE WAFER 100G MORANGO;4,29;3,39;3;81,01
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;667708;BISC PIRAQUE WAFER 100G BRIGADEIRO;4,29;3,39;3;81,01
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;688697;BISC PIRAQUE WAFER 100G LIMAO;4,29;3,39;3;81,01
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;437035;CAFE MARAJA 500G TRADICIONAL;15,89;13,69;3;31,43
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;436441;CAFE MARAJA 500G EXTRA FORTE;15,89;13,69;3;22,04
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;169851;CAFE TRES CORACOES 500G FORT;19,99;18,49;3;-21,29
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;625180;CHOC BARRA ARCOR 80G LEITE;6,99;5,59;2;63,7
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;625197;CHOC BARRA ARCOR 80G MEIO AMARGO;6,99;5,59;2;56,72
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;116053;CHOC BARRA ARCOR 80G BRIGADEIRO;6,99;5,59;2;49,04
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;625166;CHOC BARRA ARCOR 80G BRANCO;6,99;5,59;2;63,7
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;625203;CHOC BARRA ARCOR 80G ROCKLETS;6,99;5,59;2;63,7
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;522755;CHOC BARRA ARCOR 80G ROCKLEST BRANC;6,99;5,59;2;49,04
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;620390;CHOC BARRA SNICKERS 45G AMEND;4,19;3,69;2;27,35
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;676168;CHOC BARRA SNICKERS 42G MOUSS MARAC;4,19;3,69;2;93,08
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;676151;CHOC BARRA SNICKERS 42G MOUSS LIMAO;4,19;3,69;2;74,58
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;518970;CHOC BARRA SNICKERS 42G DARK;4,19;3,69;2;58,11
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;690935;COPO COCA COLA 470ML CONT CRISTAL;8,39;7,39;4;68,13
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;692564;COPO COCA COLA 470ML CONT VERDE;8,39;7,39;4;68,08
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;87599;COPO NADIR AMERICANO 190ML;1,55;1,29;7;64,61
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;603881;CR DENTAL COLGATE 180G TRIPLA ACAO;9,79;8,29;2;54,66
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;193870;CR DENTAL COLGATE 180G ANTI CARIES;9,79;8,29;2;69,77
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;214131;CR LEITE PIRACANJUBA 200G;4,99;4,39;4;113,24
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;352871;CREME AVELA C CACAU NUTELLA 140G;13,99;11,39;2;49,62
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;123549;DESENG MARINA 500ML SQUEEZE;5,59;4,99;2;66,93
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;98793;DESINF MINUANO 500ML LAVANDA;3,45;2,89;2;73,41
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;131902;DESINF MINUANO 500ML HERBAL;3,45;2,89;2;73,36
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;98786;DESINF MINUANO 500ML FLORAL;3,45;2,89;2;73,36
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;101806;DESINF MINUANO 500ML EUCALIPTO;3,45;2,89;2;106,58
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;98823;DESINF MINUANO 500ML EUCALIPTO;3,45;2,89;2;143,6
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;153300;DESINF MINUANO 500ML MARINE;3,45;2,89;2;73,36
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;284271;DETERG LIQ YPE 500ML ANTIBAC;2,69;2,49;3;165,81
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;22989;DETERG LIQ YPE 500ML NEUTRO;2,69;2,49;3;40,1
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;23009;DETERG LIQ YPE 500ML MACA;2,69;2,49;3;40,1
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;22996;DETERG LIQ YPE 500ML LIMAO;2,69;2,49;3;40,1
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;22965;DETERG LIQ YPE 500ML COCO;2,69;2,49;3;41,57
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;22972;DETERG LIQ YPE 500ML CLEAR;2,69;2,49;3;40,1
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;156868;DETERG LIQ YPE 500ML CLEAR SOFT;2,69;2,49;3;159,42
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;156875;DETERG LIQ YPE 500ML CLEAR CARE;2,69;2,49;3;110,15
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;183901;DETERG LIQ YPE 500ML FRUTY;2,69;2,49;3;2,69
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;490788;DETERG LIQ YPE 500ML CAPIM LIMAO;2,69;2,49;3;37,94
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;219372;DONUTS UN;2,8;2,19;3;423,07
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;605717;DS MONANGE AERO 150ML SENSIVEL;14,19;12,39;2;74,11
TABLOIDE 29 A 10 - DV2;2024-07-29;2024-08-10;237789;DS MONANGE AERO 150ML FLOR LAVANDA;14,19;12,39;2;68,62
