Loja;Num.Cupom;SKU;Familia;Quantidade Comprada;Ativacao Necessaria;Data Cupom;Preco Venda Unidade;Preco Venda Promocao;Desconto Unitario;Desconto Total;Percentual Desconto;Custo Produto;Margem Produto;Margem Promocao
01;167323;22965;DETERG LIQ YPE 500ML;4,0;3,0;2024-07-16;2,69;2,44;0,25;1,0;9,29;1,5717670000000001;41,57;35,58331967213114
01;167339;22989;DETERG LIQ YPE 500ML;3,0;3,0;2024-07-17;2,69;2,44;0,25;0,75;9,29;1,6113099999999998;40,1;33,96270491803279
01;167339;520874;MOLHO PREDILECTA 300G REFOGADO TRAD  ;4,0;4,0;2024-07-17;1,99;1,68;0,31000000000000005;1,2400000000000002;15,58;0,5365039999999999;73,04;68,0652380952381
01;167351;516341;PASTEL DE GUARANA UN  ;4,0;4,0;2024-07-17;5,0;3,1;1,9;7,6;38,0;-13,843499999999999;376,87;546,5645161290323
01;167395;516341;PASTEL DE GUARANA UN  ;4,0;4,0;2024-07-17;5,0;3,1;1,9;7,6;38,0;-13,843499999999999;376,87;546,5645161290323
01;167443;181372;FEIJAO PRETO DUPRATO 1KG ;4,0;4,0;2024-07-18;8,79;7,7;1,089999999999999;4,359999999999996;12,4;3,2725169999999992;62,77;57,499779220779224
01;167470;461023;BISC AYMORE SALPET 100G ORIGINAL  ;4,0;3,0;2024-07-19;3,09;2,75;0,33999999999999986;1,3599999999999994;11,0;1,3821569999999996;55,27;49,73974545454547
01;167516;493468;PAO RECHEADO UN ;5,0;4,0;2024-07-27;2,3;1,92;0,3799999999999999;1,9000000000000004;16,52;-0,5754599999999999;125,02;129,97187499999998
01;167525;22989;DETERG LIQ YPE 500ML;3,0;3,0;2024-07-27;2,69;2,44;0,25;0,75;9,29;1,6113099999999998;40,1;33,96270491803279
01;167555;22965;DETERG LIQ YPE 500ML;5,0;3,0;2024-07-27;2,69;2,44;0,25;1,25;9,29;1,5717670000000001;41,57;35,58331967213114
01;211450;612098;SAB PO OMO CAIXA 1.6KG LAV PERF;2,0;2,0;2024-07-01;24,69;22,27;2,4200000000000017;4,840000000000003;9,8;10,471028999999998;57,59;52,981459362370906
01;211462;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211532;499965;CR LEITE TRIANGULO CULINARIO 200G ;5,0;4,0;2024-07-01;3,09;2,72;0,36999999999999966;1,8499999999999979;11,97;0,118347;96,17;95,64900735294117
01;211532;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-07-01;3,49;3,12;0,3700000000000001;1,1100000000000012;10,6;2,094349;39,99;32,87342948717949
01;211532;621175;PAPEL TOALHA YURI FIT C2 ;2,0;2,0;2024-07-01;4,79;4,19;0,5999999999999996;1,1999999999999993;12,53;1,3656290000000002;71,49;67,40742243436753
01;211532;523134;REF TORNADO 15G;6,0;4,0;2024-07-01;1,09;0,89;0,20000000000000007;1,200000000000001;18,35;0,31054099999999996;71,51;65,10775280898878
01;211545;402958;BISC OREO RECH 90G;2,0;2,0;2024-07-01;4,59;3,8;0,79;1,58;17,21;1,7878050000000003;61,05;52,95249999999998
01;211567;602907;ABS SYM C A SUAVE ROXO 8UN  ;3,0;2,0;2024-07-01;4,09;3,55;0,54;1,620000000000001;13,2;1,6965319999999997;58,52;52,2103661971831
01;211567;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211644;513074;REFRIG ANTARCTICA CACULINHA 200ML;8,0;7,0;2024-07-01;1,59;1,49;0,10000000000000009;0,8000000000000007;6,29;1,364538;14,18;8,420268456375837
01;211652;7290;LING CHURRASCO SUINA PIFPAF KG ;2,41;2,0;2024-07-01;20,99;18,59;2,3999999999999986;5,783999999999999;11,43;14,052805;33,05;24,40664335664336
01;211683;261302;PAO TATUZINHO UN;7,0;6,0;2024-07-01;1,0;0,79;0,20999999999999996;1,4699999999999998;21,0;-1,6061999999999999;260,62;303,3164556962025
01;211690;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-07-01;3,49;3,12;0,3700000000000001;1,1100000000000012;10,6;2,094349;39,99;32,87342948717949
01;211692;499873;LASANHA PIFPAF 600G;2,0;2,0;2024-07-01;13,19;11,77;1,42;2,84;10,77;4,018992999999999;69,53;65,85392523364486
01;211712;231053;BISC SALKIM 90G;5,0;4,0;2024-07-01;1,69;1,46;0,22999999999999998;1,1499999999999995;13,61;0,45072300000000004;73,33;69,12856164383562
01;211712;169851;CAFE TRES CORACOES 500G FORT;4,0;2,0;2024-07-01;23,99;18,09;5,899999999999999;23,599999999999994;24,59;25,321445;-5,55;-39,974820342730794
01;211712;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211712;433556;SUCO TIAL 200ML KIDS SABORES;5,0;3,0;2024-07-01;2,39;1,64;0,7500000000000002;3,7500000000000018;31,38;-0,7213020000000002;130,18;143,9818292682927
01;211716;515887;BARRA CEREAL RITTER 20G;5,0;3,0;2024-07-01;1,75;1,51;0,24;1,2000000000000002;13,71;0,37502500000000005;78,57;75,1639072847682
01;211716;639286;REF MID 20G SABORES;5,0;3,0;2024-07-01;1,25;1,16;0,09000000000000008;0,4500000000000002;7,2;0,8423749999999999;32,61;27,381465517241388
01;211735;493468;PAO RECHEADO UN ;6,0;4,0;2024-07-01;2,3;1,92;0,3799999999999999;2,2799999999999994;16,52;-0,5754599999999999;125,02;129,97187499999998
01;211739;482950;AZEITONA PREDILECTA 120 GR;2,0;2,0;2024-07-01;6,99;5,33;1,6600000000000001;3,3200000000000003;23,75;2,3800950000000003;65,95;55,345309568480296
01;211743;429726;BATATA PALHA ANCHIETA 100 GR;2,0;2,0;2024-07-01;6,39;5,74;0,6499999999999995;1,299999999999999;10,17;4,457663999999999;30,24;22,340348432055762
01;211762;98786;DESINF MINUANO 500ML FRAGANCIAS;2,0;2,0;2024-07-01;3,39;2,89;0,5;1,0;14,75;1,0051350000000003;70,35;65,22024221453286
01;211762;520522;SABAO BARRA YPE 900G;2,0;2,0;2024-07-01;14,99;9,99;5,0;10,0;33,36;1,8587600000000017;87,6;81,39379379379378
01;211762;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211770;642064;REF MID 20G SABORES;5,0;3,0;2024-07-01;1,25;1,16;0,09000000000000008;0,4500000000000002;7,2;0,8423749999999999;32,61;27,381465517241388
01;211811;473910;BISC JUVIS WAFER 100G;3,0;3,0;2024-07-02;2,15;1,91;0,24;0,7199999999999998;11,16;0,8331249999999999;61,25;56,38089005235602
01;211814;242288;PEITO DE FRANGO RESFRIADO KG;4,06;3,0;2024-07-01;17,99;15,74;2,2499999999999982;9,134999999999991;12,51;10,642883999999997;40,84;32,383202033036866
01;211836;508568;PAO DE MEL - LEITE PO UN ;3,0;3,0;2024-07-02;1,89;1,52;0,3699999999999999;1,1099999999999994;19,58;-1,4668290000000004;177,61;196,50190789473686
01;211839;241540;PERNIL DIANTEIRO KG;4,18;3,0;2024-07-01;11,99;10,99;1,0;4,18;8,34;13,359258;-11,42;-21,558307552320294
01;211839;638616;REF MID 20G SABORES;8,0;3,0;2024-07-01;1,25;1,16;0,09000000000000008;0,7200000000000006;7,2;-0,563625;145,09;148,58836206896552
01;211839;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211861;629430;MILHO VERDE MINAS MAIS 170G SACHE ;4,0;3,0;2024-07-02;3,49;3,12;0,3700000000000001;1,4800000000000004;10,6;2,094349;39,99;32,87342948717949
01;211892;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-02;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211899;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-01;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;211917;508568;PAO DE MEL - LEITE PO UN ;3,0;3,0;2024-07-02;1,89;1,52;0,3699999999999999;1,1099999999999994;19,58;-1,4668290000000004;177,61;196,50190789473686
01;211942;521604;CALDO SAZON 32G SABORES;2,0;2,0;2024-07-01;2,99;2,63;0,3600000000000003;0,7200000000000006;12,04;-0,844376;128,24;132,10555133079848
01;211955;256773;MAIONESE D CASA 200G SABORES;2,0;2,0;2024-07-02;7,65;6,81;0,8400000000000007;1,6800000000000015;10,98;3,209175;58,05;52,875550660792946
01;211976;242394;LING FRANGO CHURRASCO AVIVAR KG;3,17;3,0;2024-07-01;15,99;14,44;1,5500000000000007;4,913499999999999;9,69;9,99375;37,5;30,79120498614958
01;212005;219372;DONUTS UN ;6,0;3,0;2024-07-02;2,8;2,12;0,6799999999999997;4,0799999999999965;24,29;-9,04596;423,07;526,6962264150942
01;212008;602907;ABS SYM C A SUAVE ROXO 8UN  ;2,0;2,0;2024-07-02;4,09;3,55;0,54;1,08;13,2;1,6965319999999997;58,52;52,2103661971831
01;212008;426213;DETERG LIQ BIOBRILHO 500ML;3,0;3,0;2024-07-02;1,75;1,55;0,19999999999999996;0,5999999999999996;11,43;0,9266250000000001;47,05;40,217741935483865
01;212018;641241;BOMBOM ARCOR 15G;5,0;4,0;2024-07-02;1,15;0,92;0,22999999999999987;1,1499999999999995;20,0;0,05094500000000013;95,57;94,46249999999998
01;212040;602907;ABS SYM C A SUAVE ROXO 8UN  ;2,0;2,0;2024-07-02;4,09;3,55;0,54;1,08;13,2;1,6965319999999997;58,52;52,2103661971831
01;212041;429726;BATATA PALHA ANCHIETA 100 GR;2,0;2,0;2024-07-01;6,39;5,74;0,6499999999999995;1,299999999999999;10,17;4,457663999999999;30,24;22,340348432055762
01;212056;482950;AZEITONA PREDILECTA 120 GR;3,0;2,0;2024-07-01;6,99;5,33;1,6600000000000001;4,979999999999999;23,75;2,3800950000000003;65,95;55,345309568480296
01;212062;482950;AZEITONA PREDILECTA 120 GR;3,0;2,0;2024-07-02;6,99;5,33;1,6600000000000001;4,979999999999999;23,75;2,3800950000000003;65,95;55,345309568480296
01;212062;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-07-02;3,49;3,12;0,3700000000000001;1,1100000000000012;10,6;2,094349;39,99;32,87342948717949
01;212073;685863;MANTEIGA BOA VISTA 200G  ;2,0;2,0;2024-07-02;8,99;8,2;0,7900000000000009;1,5800000000000018;8,79;5,047885;43,85;38,44042682926829
01;212088;1724;QUEIJO MUSSARELA KG;1,01;1,0;2024-07-01;46,9;40,21;6,689999999999998;6,756900000000002;14,26;20,673519999999996;55,92;48,5861228550112
01;212098;638616;REF MID 20G SABORES;12,0;3,0;2024-07-01;1,25;1,16;0,09000000000000008;1,0800000000000018;7,2;-0,563625;145,09;148,58836206896552
01;212120;493468;PAO RECHEADO UN ;4,0;4,0;2024-07-02;2,3;1,92;0,3799999999999999;1,5199999999999996;16,52;-0,5754599999999999;125,02;129,97187499999998
01;212131;13192;COCO RALADO MENINA 50G;8,0;3,0;2024-07-03;2,29;1,97;0,32000000000000006;2,5600000000000005;13,97;0,8017290000000001;64,99;59,3030964467005
01;212131;499965;CR LEITE TRIANGULO CULINARIO 200G ;5,0;4,0;2024-07-03;3,09;2,72;0,36999999999999966;1,8499999999999979;11,97;0,118347;96,17;95,64900735294117
01;212140;246583;SOBRECOXA RESFRIADA KG;4,13;3,0;2024-07-02;14,19;11,47;2,719999999999999;11,233599999999996;19,17;8,150736;42,56;28,938657367044467
01;212152;256773;MAIONESE D CASA 200G SABORES;2,0;2,0;2024-07-03;7,65;6,81;0,8400000000000007;1,6800000000000015;10,98;3,209175;58,05;52,875550660792946
01;212163;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-07-03;3,49;3,12;0,3700000000000001;1,1100000000000012;10,6;2,094349;39,99;32,87342948717949
01;212163;30700;SABONETE POMPOM 90 GR;5,0;3,0;2024-07-03;3,65;3,23;0,41999999999999993;2,1000000000000014;11,51;1,2720249999999997;65,15;60,61842105263159
01;212172;68062;FILE PEITO PIFPAF 1KG BANDEJA  ;3,0;3,0;2024-07-03;20,79;19,33;1,4600000000000009;4,380000000000003;7,02;18,602892;10,52;3,761551991722699
01;212183;638616;REF MID 20G SABORES;11,0;3,0;2024-07-03;1,25;1,16;0,09000000000000008;0,9900000000000002;7,2;-0,563625;145,09;148,58836206896552
01;212209;98786;DESINF MINUANO 500ML FRAGANCIAS;4,0;2,0;2024-07-03;3,39;2,89;0,5;2,0;14,75;1,0051350000000003;70,35;65,22024221453286
01;212244;242288;PEITO DE FRANGO RESFRIADO KG;3,08;3,0;2024-07-03;17,99;15,74;2,2499999999999982;6,93;12,51;10,642883999999997;40,84;32,383202033036866
01;212258;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-03;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;212265;525060;REFRIG ANTARCTICA CACULINHA 200ML;7,0;7,0;2024-07-03;1,59;1,49;0,10000000000000009;0,7000000000000011;6,29;1,395384;12,24;6,350067114093962
01;212265;19460;SAL GLOBO 1KG;6,0;2,0;2024-07-02;2,09;1,78;0,30999999999999983;1,8599999999999994;14,83;0,8201159999999998;60,76;53,92606741573035
01;212268;8006;PAO DOCE COM CREME UN ;3,0;3,0;2024-07-02;1,9;1,57;0,32999999999999985;0,9899999999999993;17,37;-1,0429099999999998;154,89;166,42738853503184
01;212273;683845;MAC MILANI SEMO 500G;3,0;3,0;2024-07-03;3,65;3,3;0,3500000000000001;1,0500000000000007;9,59;2,2794250000000003;37,55;30,926515151515137
01;212276;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-03;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;212287;473903;BISC JUVIS WAFER 100G;6,0;3,0;2024-07-03;2,15;1,91;0,24;1,4399999999999995;11,16;0,8331249999999999;61,25;56,38089005235602
01;212287;98786;DESINF MINUANO 500ML FRAGANCIAS;3,0;2,0;2024-07-03;3,39;2,89;0,5;1,5;14,75;1,0051350000000003;70,35;65,22024221453286
01;212299;681445;FRALDA MASTERFRAL CONFORT C7 G ;4,0;3,0;2024-07-02;16,99;15,39;1,5999999999999979;6,3999999999999915;9,42;8,044765;52,65;47,72732293697206
01;212301;473903;BISC JUVIS WAFER 100G;6,0;3,0;2024-07-03;2,15;1,91;0,24;1,4399999999999995;11,16;0,8331249999999999;61,25;56,38089005235602
01;212301;681445;FRALDA MASTERFRAL CONFORT C7 G ;6,0;3,0;2024-07-02;16,99;15,39;1,5999999999999979;9,599999999999994;9,42;8,044765;52,65;47,72732293697206
01;212309;1724;QUEIJO MUSSARELA KG;1,03;1,0;2024-07-02;46,9;40,21;6,689999999999998;6,8907000000000025;14,26;20,673519999999996;55,92;48,5861228550112
01;212359;612098;SAB PO OMO CAIXA 1.6KG LAV PERF;2,0;2,0;2024-07-03;24,69;22,27;2,4200000000000017;4,840000000000003;9,8;10,471028999999998;57,59;52,981459362370906
01;212361;621175;PAPEL TOALHA YURI FIT C2 ;2,0;2,0;2024-07-03;4,79;4,19;0,5999999999999996;1,1999999999999993;12,53;1,3656290000000002;71,49;67,40742243436753
01;212363;273121;PAO QUEIJO PIFPAF 400G;2,0;2,0;2024-07-02;9,69;8,03;1,6600000000000001;3,3200000000000003;17,13;4,339181999999999;55,22;45,96286425902865
01;212369;499965;CR LEITE TRIANGULO CULINARIO 200G ;10,0;4,0;2024-07-03;3,09;2,72;0,36999999999999966;3,6999999999999957;11,97;0,118347;96,17;95,64900735294117
01;212373;629430;MILHO VERDE MINAS MAIS 170G SACHE ;4,0;3,0;2024-07-03;3,49;3,12;0,3700000000000001;1,4800000000000004;10,6;2,094349;39,99;32,87342948717949
01;212389;629430;MILHO VERDE MINAS MAIS 170G SACHE ;5,0;3,0;2024-07-03;3,49;3,12;0,3700000000000001;1,8500000000000014;10,6;2,094349;39,99;32,87342948717949
01;212389;684965;REFRIG ANTARCTICA CACULINHA 200ML;8,0;7,0;2024-07-03;1,59;1,49;0,10000000000000009;0,8000000000000007;6,29;0,795;50,0;46,644295302013425
01;212434;426206;DETERG LIQ BIOBRILHO 500ML;3,0;3,0;2024-07-02;1,75;1,55;0,19999999999999996;0,5999999999999996;11,43;0,9266250000000001;47,05;40,217741935483865
01;212450;8006;PAO DOCE COM CREME UN ;6,0;3,0;2024-07-04;1,9;1,57;0,32999999999999985;1,9799999999999986;17,37;-1,0429099999999998;154,89;166,42738853503184
01;212482;499965;CR LEITE TRIANGULO CULINARIO 200G ;4,0;4,0;2024-07-03;3,09;2,72;0,36999999999999966;1,4799999999999986;11,97;0,118347;96,17;95,64900735294117
01;212482;612098;SAB PO OMO CAIXA 1.6KG LAV PERF;2,0;2,0;2024-07-03;24,69;22,27;2,4200000000000017;4,840000000000003;9,8;10,471028999999998;57,59;52,981459362370906
01;212482;30700;SABONETE POMPOM 90 GR;3,0;3,0;2024-07-03;3,65;3,23;0,41999999999999993;1,2599999999999998;11,51;1,2720249999999997;65,15;60,61842105263159
01;212482;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-03;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;212487;429726;BATATA PALHA ANCHIETA 100 GR;2,0;2,0;2024-07-03;6,39;5,74;0,6499999999999995;1,299999999999999;10,17;4,457663999999999;30,24;22,340348432055762
01;212505;98786;DESINF MINUANO 500ML FRAGANCIAS;2,0;2,0;2024-07-04;3,39;2,89;0,5;1,0;14,75;1,0051350000000003;70,35;65,22024221453286
01;212512;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-03;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;212522;508575;PAO DOCE DE COCO C CREME UN ;4,0;3,0;2024-07-04;2,6;2,14;0,45999999999999996;1,8399999999999999;17,69;-1,4765399999999997;156,79;168,9971962616822
01;212529;439831;COND SEDA 325ML;2,0;2,0;2024-07-04;15,19;13,31;1,879999999999999;3,759999999999998;12,38;3,203571000000001;78,91;75,9310969196093
01;212529;242394;LING FRANGO CHURRASCO AVIVAR KG;3,01;3,0;2024-07-04;15,99;14,44;1,5500000000000007;4,6655000000000015;9,69;9,99375;37,5;30,79120498614958
01;212535;493468;PAO RECHEADO UN ;6,0;4,0;2024-07-03;2,3;1,92;0,3799999999999999;2,2799999999999994;16,52;-0,5754599999999999;125,02;129,97187499999998
01;212561;169851;CAFE TRES CORACOES 500G FORT;2,0;2,0;2024-07-03;23,99;18,09;5,899999999999999;11,799999999999997;24,59;25,321445;-5,55;-39,974820342730794
01;212561;683845;MAC MILANI SEMO 500G;3,0;3,0;2024-07-03;3,65;3,3;0,3500000000000001;1,0500000000000007;9,59;2,2794250000000003;37,55;30,926515151515137
01;212572;242394;LING FRANGO CHURRASCO AVIVAR KG;3,19;3,0;2024-07-04;15,99;14,44;1,5500000000000007;4,944499999999998;9,69;9,99375;37,5;30,79120498614958
01;212599;242400;ASA FRANGO RESFRIADA KG  ;3,02;3,0;2024-07-04;19,99;15,58;4,409999999999998;13,318199999999997;22,06;6,652671999999999;66,72;57,29992297817715
01;212601;242288;PEITO DE FRANGO RESFRIADO KG;3,61;3,0;2024-07-04;17,99;15,74;2,2499999999999982;8,122499999999988;12,51;10,642883999999997;40,84;32,383202033036866
01;212609;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-07-03;3,49;3,12;0,3700000000000001;1,1100000000000012;10,6;2,094349;39,99;32,87342948717949
01;212621;508575;PAO DOCE DE COCO C CREME UN ;3,0;3,0;2024-07-03;2,6;2,14;0,45999999999999996;1,3800000000000008;17,69;-1,4765399999999997;156,79;168,9971962616822
01;212621;508575;PAO DOCE DE COCO C CREME UN ;3,0;3,0;2024-07-04;2,6;2,14;0,45999999999999996;1,3800000000000008;17,69;-1,4765399999999997;156,79;168,9971962616822
01;212621;508575;PAO DOCE DE COCO C CREME UN ;5,0;3,0;2024-07-03;2,6;2,14;0,45999999999999996;2,299999999999999;17,69;-1,4765399999999997;156,79;168,9971962616822
01;212621;508575;PAO DOCE DE COCO C CREME UN ;5,0;3,0;2024-07-04;2,6;2,14;0,45999999999999996;2,299999999999999;17,69;-1,4765399999999997;156,79;168,9971962616822
01;212640;508568;PAO DE MEL - LEITE PO UN ;4,0;3,0;2024-07-04;1,89;1,52;0,3699999999999999;1,4799999999999995;19,58;-1,4668290000000004;177,61;196,50190789473686
01;212648;93354;PRESUNTO PIFPAF KG ;1,02;1,0;2024-07-03;24,99;21,62;3,3699999999999974;3,4373999999999967;13,49;16,865751;32,51;21,990050878815918
01;212648;1724;QUEIJO MUSSARELA KG;1,02;1,0;2024-07-03;46,9;40,21;6,689999999999998;6,8237999999999985;14,26;20,673519999999996;55,92;48,5861228550112
01;212649;429726;BATATA PALHA ANCHIETA 100 GR;2,0;2,0;2024-07-04;6,39;5,74;0,6499999999999995;1,299999999999999;10,17;4,457663999999999;30,24;22,340348432055762
01;212661;19460;SAL GLOBO 1KG;2,0;2,0;2024-07-03;2,09;1,78;0,30999999999999983;0,6199999999999997;14,83;0,8201159999999998;60,76;53,92606741573035
01;212670;246583;SOBRECOXA RESFRIADA KG;3,23;3,0;2024-07-03;14,19;11,47;2,719999999999999;8,785599999999995;19,17;8,150736;42,56;28,938657367044467
01;212700;513067;REFRIG ANTARCTICA CACULINHA 200ML;8,0;7,0;2024-07-04;1,59;1,49;0,10000000000000009;0,8000000000000007;6,29;1,1247660000000002;29,26;24,51234899328858
01;212703;521628;CALDO SAZON 32G SABORES;3,0;2,0;2024-07-04;2,99;2,63;0,3600000000000003;1,080000000000001;12,04;1,013311;66,11;61,47106463878327
01;212703;629430;MILHO VERDE MINAS MAIS 170G SACHE ;4,0;3,0;2024-07-04;3,49;3,12;0,3700000000000001;1,4800000000000004;10,6;2,094349;39,99;32,87342948717949
