Loja;Num.Cupom;SKU;Familia;Quantidade Comprada;Ativacao Necessaria;Data Cupom;Preco Venda Unidade;Preco Venda Promocao;Desconto Unitario;Desconto Total;Percentual Desconto;Custo Produto;Margem Produto;Margem Promocao
01;234148;667678;BISC PIRAQUE WAFER 100G;2,0;2,0;2024-10-01;3,89;3,39;0,5;1,0;12,85;1,3953430000000002;64,13;58,8394395280236
01;234167;58964;REFRIG KUAT GUARANA 2L;2,0;2,0;2024-10-01;7,09;6,39;0,7000000000000002;1,4000000000000004;9,87;5,293393999999999;25,34;17,16128325508608
01;234228;639286;REF MID 20G SABORES;3,0;3,0;2024-10-01;1,19;1,09;0,09999999999999987;0,2999999999999994;8,4;0,877744;26,24;19,473027522935787
01;234230;22965;DETERG LIQ YPE 500ML;3,0;3,0;2024-10-01;2,99;2,69;0,30000000000000027;0,9000000000000004;10,03;1,274936;57,36;52,6046096654275
01;234255;22972;DETERG LIQ YPE 500ML;4,0;3,0;2024-10-01;2,99;2,69;0,30000000000000027;1,200000000000001;10,03;1,323972;55,72;50,78171003717472
01;234255;665360;PAPEL HIG ATUALLE 20M C12 MAX  ;2,0;2,0;2024-10-01;17,59;13,99;3,5999999999999996;7,199999999999999;20,47;3,8434149999999985;78,15;72,52741243745534
01;234259;504584;LASANHA PIFPAF 600G;2,0;2,0;2024-10-01;11,89;10,79;1,1000000000000014;2,200000000000003;9,25;8,079255;32,05;25,12275254865616
01;234366;641807;REF MID 20G SABORES;3,0;3,0;2024-10-04;1,19;1,09;0,09999999999999987;0,2999999999999994;8,4;-0,3966270000000002;133,33;136,38779816513764
01;234400;300315;FARINHA MANDIOCA ANCHIETA 1KG BCA ;2,0;2,0;2024-10-04;5,69;5,09;0,6000000000000005;1,200000000000001;10,54;3,183555000000001;44,05;37,454715127701355
01;234442;214131;CR LEITE PIRACANJUBA 200G;4,0;4,0;2024-10-04;4,99;4,29;0,7000000000000002;2,8000000000000007;14,03;-0,6606759999999993;113,24;115,40037296037295
01;234457;93330;PIZZA PIF PAF 460G;2,0;2,0;2024-10-04;18,99;15,89;3,099999999999998;6,199999999999996;16,32;8,289135;56,35;47,834266834487096
01;234478;429702;CR DENTAL ORAL B 70G 1 2 3 MENTA  ;3,0;3,0;2024-10-04;3,29;2,59;0,7000000000000002;2,1000000000000014;21,28;0,5333089999999997;83,79;79,40891891891894
01;234478;22972;DETERG LIQ YPE 500ML;3,0;3,0;2024-10-04;2,99;2,69;0,30000000000000027;0,9000000000000004;10,03;1,323972;55,72;50,78171003717472
01;234478;162685;SAB ALBANY SUAVE 85G;6,0;3,0;2024-10-04;1,99;1,79;0,19999999999999996;1,1999999999999993;10,05;0,8097309999999999;59,31;54,763631284916215
01;234607;687126;SAB ALBANY SUAVE 85G;3,0;3,0;2024-10-04;1,99;1,79;0,19999999999999996;0,5999999999999996;10,05;0,8119199999999999;59,2;54,64134078212292
01;234749;241878;COSTELA SUINA KG;2,06;2,0;2024-10-05;16,99;15,69;1,299999999999999;2,6779999999999973;7,65;15,345367999999999;9,68;2,196507329509246
01;234759;22965;DETERG LIQ YPE 500ML;5,0;3,0;2024-10-05;2,99;2,69;0,30000000000000027;1,5000000000000018;10,03;1,274936;57,36;52,6046096654275
01;234759;680950;MOLHO TOM OLE 300G TRAD SCH ;2,0;2,0;2024-10-05;1,49;1,39;0,10000000000000009;0,20000000000000018;6,71;0,923651;38,01;33,55028776978417
