Loja;Num.Cupom;SKU;Familia;Quantidade Comprada;Ativacao Necessaria;Data Cupom;Preco Venda Unidade;Preco Venda Promocao;Desconto Unitario;Desconto Total;Percentual Desconto;Custo Produto;Margem Produto;Margem Promocao
01;167699;22972;DETERG LIQ YPE 500ML;6,0;3,0;2024-08-07;2,69;2,49;0,19999999999999973;1,1999999999999993;7,43;1,6113099999999998;40,1;35,28875502008034
01;167699;520874;MOLHO PREDILECTA 300G REFOGADO TRAD  ;4,0;4,0;2024-08-07;1,99;1,69;0,30000000000000004;1,2000000000000002;15,08;0,5365039999999999;73,04;68,25420118343196
01;167699;665360;PAPEL HIG ATUALLE 20M C12 MAX  ;2,0;2,0;2024-08-07;17,99;14,89;3,099999999999998;6,199999999999996;17,23;3,2022199999999987;82,2;78,49415715245132
01;167699;638630;REF MID 20G SABORES;19,0;4,0;2024-08-07;1,19;1,09;0,09999999999999987;1,8999999999999986;8,4;0,877744;26,24;19,473027522935787
01;167699;624114;SAB PO BRILHANTE SACHE 1.6KG LIMP T  ;2,0;2,0;2024-08-07;19,99;18,09;1,8999999999999986;3,799999999999997;9,5;12,285854;38,54;32,08483139856274
01;167711;214131;CR LEITE PIRACANJUBA 200G;4,0;4,0;2024-08-07;4,99;4,39;0,6000000000000005;2,400000000000002;12,02;-0,6606759999999993;113,24;115,04956719817767
01;167751;241540;PERNIL DIANTEIRO KG;4,67;4,0;2024-08-08;11,99;10,19;1,8000000000000007;8,405999999999999;15,01;13,359258;-11,42;-31,10164867517175
01;167789;448987;BATATA PALHA MAXBATATA 300G ;3,0;2,0;2024-08-09;10,99;10,09;0,9000000000000004;2,6999999999999993;8,19;6,7885230000000005;38,23;32,72028741328047
01;167789;22972;DETERG LIQ YPE 500ML;3,0;3,0;2024-08-09;2,69;2,49;0,19999999999999973;0,5999999999999996;7,43;1,6113099999999998;40,1;35,28875502008034
01;167789;19491;TEMP SAZON 60G SABORES;2,0;2,0;2024-08-09;5,49;5,09;0,40000000000000036;0,8000000000000007;7,29;3,027735;44,85;40,51601178781926
01;167796;22972;DETERG LIQ YPE 500ML;3,0;3,0;2024-08-09;2,69;2,49;0,19999999999999973;0,5999999999999996;7,43;1,6113099999999998;40,1;35,28875502008034
01;167796;53679;TEMP SAZON 60G SABORES;3,0;2,0;2024-08-09;5,49;5,09;0,40000000000000036;1,1999999999999993;7,29;3,5015220000000005;36,22;31,207819253438103
