Loja;Num.Cupom;SKU;Familia;Quantidade Comprada;Ativacao Necessaria;Data Cupom;Preco Venda Unidade;Preco Venda Promocao;Desconto Unitario;Desconto Total;Percentual Desconto;Custo Produto;Margem Produto;Margem Promocao
01;237834;638630;REF MID 20G SABORES;3,0;3,0;2024-11-01;1,19;1,09;0,09999999999999987;0,2999999999999994;8,4;0,877744;26,24;19,473027522935787
01;237868;214025;AGUA TONICA ANTARCTICA 350ML DIET L  ;4,0;3,0;2024-11-01;3,79;3,59;0,20000000000000018;0,8000000000000007;5,28;2,643904;30,24;26,353649025069636
01;237915;665438;BISC NINFA WAFER;4,0;3,0;2024-11-01;2,69;2,39;0,2999999999999998;1,1999999999999993;11,15;0,8096899999999998;69,9;66,12175732217574
01;237941;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-11-01;3,75;3,39;0,3599999999999999;1,08;9,6;1,85925;50,42;45,15486725663717
01;237951;472784;LING CHUR SUINA COZINHA PREMIADA KG  ;2,24;2,0;2024-11-01;18,69;16,69;2,0;4,480000000000004;10,7;10,126242000000001;45,82;39,32748951467945
01;237968;629430;MILHO VERDE MINAS MAIS 170G SACHE ;4,0;3,0;2024-11-01;3,75;3,39;0,3599999999999999;1,4399999999999995;9,6;1,85925;50,42;45,15486725663717
01;237968;162685;SAB ALBANY SUAVE 85G;8,0;2,0;2024-11-01;2,09;1,79;0,2999999999999998;2,3999999999999986;14,35;0,6830120000000002;67,32;61,84290502793295
01;238064;472784;LING CHUR SUINA COZINHA PREMIADA KG  ;2,25;2,0;2024-11-01;18,69;16,69;2,0;4,5;10,7;10,126242000000001;45,82;39,32748951467945
01;238113;629430;MILHO VERDE MINAS MAIS 170G SACHE ;3,0;3,0;2024-11-01;3,75;3,39;0,3599999999999999;1,08;9,6;1,85925;50,42;45,15486725663717
01;238148;638609;REF MID 20G SABORES;12,0;3,0;2024-11-01;1,19;1,09;0,09999999999999987;1,1999999999999975;8,4;-0,3966270000000002;133,33;136,38779816513764
01;238153;429702;CR DENTAL ORAL B 70G 1 2 3 MENTA  ;4,0;3,0;2024-11-01;3,29;2,89;0,3999999999999999;1,5999999999999996;12,16;0,5333089999999997;83,79;81,54640138408305
01;238153;486583;SAB ALBANY SUAVE 85G;5,0;2,0;2024-11-01;2,09;1,79;0,2999999999999998;1,5;14,35;0,6855199999999999;67,2;61,70279329608939
01;238223;639286;REF MID 20G SABORES;5,0;3,0;2024-11-01;1,19;1,09;0,09999999999999987;0,4999999999999991;8,4;0,877744;26,24;19,473027522935787
01;238227;433198;TAPIOCA AMAFIL 500G HIDRATADA  ;2,0;2,0;2024-11-01;5,29;4,69;0,5999999999999996;1,1999999999999993;11,34;3,1507240000000003;40,44;32,82038379530917
01;238278;316750;MANTEIGA PORTO ALEGRE 200G C SAL  ;2,0;2,0;2024-11-02;10,99;9,99;1,0;2,0;9,1;8,530438;22,38;14,610230230230231
01;238322;665438;BISC NINFA WAFER;3,0;3,0;2024-11-02;2,69;2,39;0,2999999999999998;0,9000000000000004;11,15;0,8096899999999998;69,9;66,12175732217574
01;238322;638906;REF MID 20G SABORES;5,0;3,0;2024-11-02;1,19;1,09;0,09999999999999987;0,4999999999999991;8,4;-0,3966270000000002;133,33;136,38779816513764
01;238330;22972;DETERG LIQ YPE 500ML;4,0;3,0;2024-11-02;2,99;2,69;0,30000000000000027;1,200000000000001;10,03;1,323972;55,72;50,78171003717472
01;238395;62183;MIST BOLO VILMA 400G SABORES;5,0;3,0;2024-11-02;6,59;5,29;1,2999999999999998;6,5000000000000036;19,73;1,4432100000000005;78,1;72,71814744801512
01;238542;477352;BISC DANIX RECH 130G;3,0;3,0;2024-11-02;3,95;3,39;0,56;1,6800000000000015;14,18;0,7102100000000003;82,02;79,04985250737462
01;238558;297790;SALGADINHO KERUS 43G 50G;4,0;3,0;2024-11-04;1,99;1,69;0,30000000000000004;1,2000000000000002;15,08;-0,020098999999999995;101,01;101,1892899408284
01;238674;62183;MIST BOLO VILMA 400G SABORES;3,0;3,0;2024-11-04;6,59;5,79;0,7999999999999998;2,3999999999999986;12,14;1,4432100000000005;78,1;75,0740932642487
01;238677;22996;DETERG LIQ YPE 500ML;4,0;3,0;2024-11-04;2,99;2,69;0,30000000000000027;1,200000000000001;10,03;1,323972;55,72;50,78171003717472
01;238711;433198;TAPIOCA AMAFIL 500G HIDRATADA  ;2,0;2,0;2024-11-04;5,49;4,69;0,7999999999999998;1,5999999999999996;14,57;2,978325;45,75;36,496268656716424
01;238783;638623;REF MID 20G SABORES;5,0;3,0;2024-11-05;1,19;1,09;0,09999999999999987;0,4999999999999991;8,4;-0,3966270000000002;133,33;136,38779816513764
01;238801;448987;BATATA PALHA MAXBATATA 300G ;2,0;2,0;2024-11-05;11,99;10,79;1,200000000000001;2,400000000000002;10,01;5,897881;50,81;45,33937905468026
01;238801;11921;BISC AYMORE SALPET 200G  ;3,0;3,0;2024-11-05;4,99;4,39;0,6000000000000005;1,8000000000000025;12,02;1,6526880000000004;66,88;62,35334851936217
